"type","value","validation"
"sr25519Verify","{""message"":""39bd51594494307719fee6c5802338f0052805a3852ed1ded9e923857948b65d"",""signature"":""KBgVHDN5XvnB0CDV9Dv7GORC4Y1O/dEYaua1ASH3qgZtTjtHcN98SEwW3YGjpHnMeC9d2hjkZcntPFnjDaqmjA=="",""publicKey"":""eiMsHUOqx5SpqFRMWqHiC0bRULH+kxfcm81boM0U7hY=""}",true
"sr25519Verify","{""message"":""f236ba426c01336ee4dc998ff755d53bf4adb8c1de3f64dc9919c746f3a500cf"",""signature"":""bgAt2Vpd6S87v9zijfQAcCBJJqtCPpTQqD3UyGGYvT0cjOE4aZdUXR8yE2pBTacP+HEex1J5u7FM9XG1YqfLjQ=="",""publicKey"":""rD/IQ4Lg5MjYNFS/KVV5lI/eiKZh9O8HA0/B93MBUhs=""}",true
"sr25519Verify","{""message"":""4c0ee7df1f8671e14c4bf85448a07c2923895970260dcb793e8705854defdc83"",""signature"":""tprp2Vmg46oUHfHEOJDcgRkY+L29rRAru0Zm8sqJJVv+PqkCyfere9MCnfSLqUrcrQAdZx5Pj8bfXVK/VFK5hQ=="",""publicKey"":""6jQBRchpnWMn8ovZrIHlkLlUnvNtvR93SgauOmFc010=""}",true
"sr25519Verify","{""message"":""9ddc1976a8bb4c86ecebb4c13c49f02eb971baf7003ea395ecc68903f401a228"",""signature"":""xvvDya2Q+eg5QTkTClvFP0WRUrEHvtTlALSivdPNHWhygKK6Kss9z/9RCReiLJqQ0pLSy0h3UDcmj0hrpiPXjA=="",""publicKey"":""HlbuCC0vxnpFE9wdM+FBdrXHug7TEjmkMGpzjgHUM3o=""}",true
"sr25519Verify","{""message"":""add0ca67e359acb2de54086a731433240bc898d320f1b48aa40889c49b059766"",""signature"":""Jp780u16XsX0tQopS2zBtIHtl+Pkr+cPtOnzKh8z/XvXyBodAkVk5kL1eu2HRXyVLoX0Tce4cUTEO7NT/wh+hw=="",""publicKey"":""kHIRlHW28ZJwqXzYblHmJe05dXY6UHefdh1H1Q/8MhQ=""}",true
"sr25519Verify","{""message"":""6c139d848052935460f37ac9d04e41603081cde70220aa11b592fa13eb6838be"",""signature"":""XJ2eDbMO/Th0TZOOFkI8nOAFpZPKxGJqRNv0W7Ek6UlSi7XahcLup6L+gTYCa/pyMGcQNiDVD4fTVhospcYEhw=="",""publicKey"":""bkWe55zXagRB0Z8DYUrCPo0Y2A5U2dqxsZD3PIOalT0=""}",true
"sr25519Verify","{""message"":""c3679e2deb92096e7044a0890040ed50fee16a786b2dde59a138fb3adbd8cea0"",""signature"":""IMzdoBnE/1PkjQM6/kvNmchTa+ToJEjBG2cdlB47IzbwRD1YqSAWCB81ID/BV0cfF4bN7L5+VLLm/BVkwMq/hQ=="",""publicKey"":""wBAKqJ3YUJJR9//etkhbHBwpruihmBWCQ0EHsPNikGs=""}",true
"sr25519Verify","{""message"":""221e29436e046941342f9fdffe88469a8735311ebbd35a5ec3a64af5fead88cd"",""signature"":""5Oqdmm+so0FbdCtJRV+WU3RK4qXSBcS4o8wftWMGukg6iZ8uK175eNIzbzuS/hY97eP/kzTbUg39tmfdG8yFiA=="",""publicKey"":""Qk/WUR+EzLmasboZSaC7NnC2IyTgY1dKxj8M0yE3yXM=""}",true
"sr25519Verify","{""message"":""33948587de9bb9eb6a5f524a02dd01d6f00bf995939f77ce144a6caf8e17d9a7"",""signature"":""hsMbH9pAlwIUfUNvhtRfqZKwpspkvAf0BZg+5UDef0ixuyvG2Ehf4/5j/8Ee8g+OVNk13O7319Gdgmhm9gKghQ=="",""publicKey"":""itkgRnUMIxtPEdOznEcA+Is7IX2CrcfDGtVXYeyD6UM=""}",true
"sr25519Verify","{""message"":""0c5c0cf3eeeb1336250859773495ac4ed52fc12b66b780bbbbbd713f508f9122"",""signature"":""Hilw3s3xwkHS+eJ3eWfEd7bmsPSxnpz0hz+LckiEMkNCtBr5KymR/TupIhOY2nN4KUkNZXSGm4dFItSyF+qggA=="",""publicKey"":""7Dx7XtyBcfxkXi3RaRIEJbV8e0ul/fmgXenX1qqjPXA=""}",true
"sr25519Verify","{""message"":""ca8cc3eda9cf243f6c8c44ccdb10666bec2c1cd5e6f9ad1a97320fec17fb9e0a"",""signature"":""rMfGC4J9fLPgXlIT8bj+oxEtUBHc0/tjBDdQsjirZlNf55AVoOFoJQSJCmRf48ooNQ8qSyGOTrCEoGRheb9DjQ=="",""publicKey"":""aBPjJXupGtHq7Z5l4UxPh8+B4/zRAd7KerHaKAR1B3I=""}",true
"sr25519Verify","{""message"":""2cbe17b04d312dcee1998333ffbe89a0da4440fa66e479988d2c86007eb04531"",""signature"":""qtNf9L0CegMci8Y6iPW8xForSF/dlhoT3hpmxuVk/zaqc+PQYZR6jCb/uTJe4pp90LfpBPasNkjothMvIF1/iQ=="",""publicKey"":""nKIYN1NFvFhAmuKrtGy6w4x1qWGyrXVJ5s+INihSDwc=""}",true
"sr25519Verify","{""message"":""1dc230cac17264402746000ab7ec72cec38811eaeb4d9763930328e89b5c129c"",""signature"":""3mtQRyOF21qUFv2S4Ma9uZthiHMRnxm+bft+91x8oAZi3yi+HierEZMAR1dN3xPzO2Vm8hGEeF7hDnBZaz80gw=="",""publicKey"":""fG9XLnwyLGvnLbSIAd8mDblOJFwdxuxRu4tEZLSvYWA=""}",true
"sr25519Verify","{""message"":""b59d0210c5bf8ae95decb23c76c1e87bb0da19615624241cef793a66d1d127b7"",""signature"":""0msS/c03Vfk+tCYbklytfHmLZVtql1gfDvd6AQxvEXqEi1Kc4GL4U07X6dDbxs+6rrxsThvFSK1Ojct3Nhw+jA=="",""publicKey"":""wm0pNXcWAvd/Kfs1nRKElR2tjX7neGjKExIufAppBRg=""}",true
"sr25519Verify","{""message"":""1a65704eefec2d21a54668588d2175f1684d8119781e9d6e36b1de5cfdf2cb1e"",""signature"":""EkG9/MqFecYBfLNjDDz7Zk7/5juj+ba2XJd/wg/P0GLGjqn8ChJ9WkR7fUzYmojpGc6q9DFFPGYze8aggM+2hQ=="",""publicKey"":""fq/ozPA4RF2z20CRXC2j3eBFZ0Cd34SQ4X7PTzah2zY=""}",true
"sr25519Verify","{""message"":""5b6300534ab29c20446d37c444541c8daf1a07e11f776c1a29f10506d8b721ce"",""signature"":""rFufqqZHFUHlpmsx4VFz2J9X6PvaKsmu0VBoYVcC7gHqmTnazo3eLc1vc8nHMz3mXcI5GppZ1sd5b/WbwtzUjQ=="",""publicKey"":""TpC7icdwoqE2PN1G3XwM5tfD99KxME5jZEPgfUGLUGI=""}",true
"sr25519Verify","{""message"":""62f4edc4e546f7caac0ffa97627ad6c1adaba83ecfdde953d4f4b551fe846a0c"",""signature"":""ECbwmRhkwoImdXaABuvYEsyLTWoWtGFsSmp8hci+dEKU4JGDp1VpEJxbX1uHwyuCulugAPYaWKGgBNF9hskXhQ=="",""publicKey"":""3F43H1oB4mv3naeKqQqPP1T0Cw2qx4IExVO499E4RTk=""}",true
"sr25519Verify","{""message"":""d82abf3249700a19e317a06acfe8804cd1d4d0d85d8c4c4f7231cf6ce8f47cc2"",""signature"":""MEioJj+cMGxpZK98Hx7y6Lh9o/N6nFGPUQW2SMXB/WK4KiJONRAsMd6PfZnv3M53OiUDIk3X2dNA9e0k2YPyhQ=="",""publicKey"":""ouIxFsJtSaDBfZUz7ZIrhjkyNTGWDBqPko7XdiNrPm0=""}",true
"sr25519Verify","{""message"":""142528f7c76b1b4f7961c29fa9b414320ac53d82581b73f6dfe4202331c1e12e"",""signature"":""jneob7h0jk2KzanrolgMkUJOroet0I0/43ELw3JMh1t9jOgOZ1JlO9zo77zBtaqX+28fsln6Lss1gT0Wp24+jQ=="",""publicKey"":""lMuBzSQXs9lHT845sIqfB+j/S2rB9Jo+DFOmnFhGn0k=""}",true
"sr25519Verify","{""message"":""27184f760262fe2c0bc500c8de16249204ffa63cbbfd5863082f19eb25d08750"",""signature"":""aIiSRUK8kyeuOlQmlCuQ4Fp7c2IwOHtXhllz5fKa7Hb3KwQbtj+UiQAeGxAVRx6v5ve69Y+Z0WVNqT+h+vSFhw=="",""publicKey"":""aMP4cH32JzbCb39c4BnK2e/5ZvyarIPJHMwAtpNO82U=""}",true
"sr25519Verify","{""message"":""cbd29afa284399cbb351890aaf4e7cad8d93a121b410af619d895242debb8e1a"",""signature"":""WB0SEKCuXvAlp1IrMDWmVGSWSqFI3ASRFqO1W/GH6Ff0SwThsgIcgirzKaqT6HItTO9N7vqPOw7JhRDdFVP8jg=="",""publicKey"":""mDolhOFGKPshobRxZZJD6sZqQGwgaDqAZGYB44hG0Rs=""}",true
"sr25519Verify","{""message"":""61a39cd7caf4d5d2cf764457a599823d3501d313d3ee09d0293347978ff5051f"",""signature"":""VDhg0+sMzm4JqCHf6v+a4lYxu9a0aZzI2Zl6iiFXCA1QAzdKclbCMsaooVGaAvT8301vvgJuinxhBLZ1a8ZuhA=="",""publicKey"":""YoJSjHorK+Zx9PjS/BQrNJuNAJ+8Q+G+QeGqwLsG6gY=""}",true
"sr25519Verify","{""message"":""8b29a4a0b483773ec587dd0e8d1bf85493d794b3fdbb024780000062125c388a"",""signature"":""jnQSGhrMmePSC3XK4Fxl+YbDGFa5aLXPro0WyDSnBGRfc18bIjmPwseIdQhG23pv+XmwNdLpEvLAI+7vTFI3jA=="",""publicKey"":""FkM9/0K4/hADcij0hNfhcXX0TLqRsG68Ada38FjLg3s=""}",true
"sr25519Verify","{""message"":""e455165922727fd809b4c76453951ac92d7bfe6f2fdf51ca5909812eb77cadc2"",""signature"":""9MRwIYLXCfwnbQFeWNV4WqvgeEF5xMxSYWYHVE5geyighZY2MoPRFX3Z4l9OVHWd7KxqHKaSbFZrH/sf+UROiQ=="",""publicKey"":""tsOzmVAOxpYPPY7NR27EpNlqRZgaUdDohsK5gSyVFDM=""}",true
"sr25519Verify","{""message"":""06f537ee33206a6a0bb563171cfd73e1be1459dcb27506eb14c075a3c282976c"",""signature"":""MHamO64aliqG13aRbfvDN3a6pftbg3iECbSJ47+HbhYdvxtShfcssY0ulhNNYSw9I3+biuTRwZHeBx40MviGiw=="",""publicKey"":""Ouy8q7IeK7GAkDZiniKLdf8Q4ei8gNZGSQ0QLX1UXVU=""}",true
"sr25519Verify","{""message"":""8b9b363190d31ed552ae3807ec06e15de0956b07c2b6fb998d4dbbad6e418280"",""signature"":""fLfr8SxTwnekcZRPwtcB3+Kp2i1cWdWcdmG97+b9M0WuSSU93jhJkDnc/fMERhtGaUVSRw5QgbzpkWV0C0IQhQ=="",""publicKey"":""0C4wVLEsbt0bshlOhL3bCvkcUkY8CNZC67y1HImGejc=""}",true
"sr25519Verify","{""message"":""2d061a2ec505a82e1735e09f2e47d94b311f42b302c9a29eadea2b8fce59a5b8"",""signature"":""5i9uWV/sjHbM8ilDD5urZqQVxYhxHXCNo3ctwZOveQfbmUkRd+Xd3RRVZPgjtj4rda3rX7b07zUD5GI18Gu8hw=="",""publicKey"":""nLewV/OK1qIwx7ui7dcvUVNd6iESeGAOKSh8Z2WKahY=""}",true
"sr25519Verify","{""message"":""b8f3a360736a91bd0021c5741c9848e320d97b48da39582150f845b18d8ae8f9"",""signature"":""tIJviRmMPTRjLV57SpIeG0qcuzEtMHr0mNvmDxzJFkoZGHL3e3hzGlIIa3qIC36l6Kl1k3FWGSbF0iFsHL5dhQ=="",""publicKey"":""IK7QbzfIqYwkp0ePLBp8VkBjeIzZXwSBw3NH04GLMBU=""}",true
"sr25519Verify","{""message"":""4720e14c1b426bad8b7a879f89e437658c4cc7a1ed4c244f8b8508c0954865ac"",""signature"":""gh95I11cidu2mVluIdXo28MvEUXD5t//iUzgG8pM+hR1eD9Fix31LTsjIY8OnaXqujekMDylsAoUKC+b3Fd0jg=="",""publicKey"":""kHGM8yn+VkGDRYJ2jR8ncvKrin6dM5S/ijp7sHy7/2s=""}",true
"sr25519Verify","{""message"":""52308f13581e0120c5fa9f8474c14d683b34bc11bb83bd737509a8001a6262e1"",""signature"":""WjQfFKeuJyuu4PWIz83hXUZhwgNXvNp01XVzWaNp6Xe5Cn8arSxE+cYCe3MPEbe9rc9HqLBN2SkpLMngoMRZgQ=="",""publicKey"":""cr7rRIbfLCCi6EX97wm0rN/6m6WnJlRrbPiNBpPTHWM=""}",true
"sr25519Verify","{""message"":""f2afb5fdda3e1b0cf4cfc19ec8eb5e93b75c90e2fd03b23d329f7139c2f9b91d"",""signature"":""tvWFjRtbwSY7xGCMTuFIi+/+5fWZc3sWjO/a7TK5AF2H/sVJ9J+5uelhUKAhf/eUMEeu81dka6Ls+Ci9kUimiw=="",""publicKey"":""8g3MkaYOYra9N8M4xIaGkoxwplXfpteqAM992a+rJyc=""}",true
"sr25519Verify","{""message"":""a31d01afe0518e6f3e723d2d87dedb3d5673c496d349ae19bce46b35fd8c7e87"",""signature"":""sKjygS17xB6Rm2Ow8vfdQNCww9uWTSd9Lk/+rwXRZ35HwGrejPU+2hu4cckKS2eZ2qoDErtcIEwoDL8Kmaqchw=="",""publicKey"":""5p5CYfpEg7pJfGV7YqJa9jJnHFmZByxhmr7u3LwEgQE=""}",true
"sr25519Verify","{""message"":""ac769bc0272a4de059fae5038691e5f747b84497dfab24e2c95c50aed09d75e8"",""signature"":""bByeqzIZ0EsAW/AdR7/YGbOE5RakrnnMFu4bRuCjJBwuWVEuxEzWLkg5rDFbwDGQW8OrsBh66yjyi9g0Abraig=="",""publicKey"":""JEiaT1UU243aWZyOrrm+WtsqHu7UAskttbsjNywcyQg=""}",true
"sr25519Verify","{""message"":""47a994566db5c8d2955bee349e25058f42a053dd9cdeb47f712b3daa085c23ff"",""signature"":""TMvXwFrVX09DVk7UKyPDvOYNIwpuxHXpA2/j7J9vZWPipNZ6XXoIXOadLplwAst5cTyapdcFOhW5tFx2GU34gA=="",""publicKey"":""zszS3S5SbZHVfunQ/b55ZhaTRONraqQAcG9T0YGr5DQ=""}",true
"sr25519Verify","{""message"":""55858743d3ed1db093f94b46988759099c6769e71f5cf21c122a8832d6294e39"",""signature"":""1IgZg5NLr/jPLoeUWmnuaJP4rqz4YrN7nk9H6cMq6CfHAXm5NziPq646ZEd/IsDtS6KaABSqKDBf+MogDTgQhQ=="",""publicKey"":""ivcpTa4/Y8OPJAOJOMOIcnF1jHzYYQM+8KuKWlKmNkI=""}",true
"sr25519Verify","{""message"":""0b14478dbe300cf71059ac43f6ff5ab545ee53df0b7c2f24fa1c893c7d7810fe"",""signature"":""coIP0QdJGieBNfqQm/nPb5vCK83w1wd+JuE2Du+2IiFx73silmtR/SONlVfYSA2JN3KrdpLYtAvdhCCEHHR7iA=="",""publicKey"":""qM+OIAwj+JB5jZldjDNZ2GZOT448w/Fq2CsG383PARY=""}",true
"sr25519Verify","{""message"":""142b6385459b0366d8613b50040509a861902999220d7bd85f67555d86163406"",""signature"":""TLRCcBN5MQCP7Zm33ZhAOS6lIfi7eO0fC9LJ8rGV8iMMqgxXZ3W5ABaYbcF43Hu26P2YFK/ZBka8o1V+BHvjig=="",""publicKey"":""4nAQ3N1U3B9uWz5yHokm8wOcwwSs6NKYPVqM6yL7UxQ=""}",true
"sr25519Verify","{""message"":""8c2db826d5b9123770051628b8269a2d533d3a59bd147e8d88a23f2711598916"",""signature"":""9BXzPQ8QCg3qPS5FCpHxR46FWV5QMsc52QPunQ8MVHER0QLAawIaqFo7Uo8PD75UglvvGP6VSAl5vlPhw1Rnhw=="",""publicKey"":""qrLtMRcgQjNbD4M1LvuAU0ZxnTEcbzy9/rK+LSqgEVw=""}",true
"sr25519Verify","{""message"":""524e9c9d8836f2835fffd89eb67fda71f3ac1089675f5ab88ec5d87be35274ea"",""signature"":""hFn9W/zrppj6huvRy9K2SCTTL3F+zy9kPpWRqgBs3wjzOUrvCYLDMZjZVAugebUc5f1cq9eM/VZkpY3NFmLRgw=="",""publicKey"":""eNP2kX2JA88qNQR8cqUAIjirn7TiyxDAikFWfs3E7Q0=""}",true
